first_harmonic,second_harmonic,on_pareto_front,representative,delay_variance_ratio_to_lfm,delay_std_ratio_to_lfm,rms_bandwidth_hz,mainlobe_width_samples,peak_sidelobe_db,peak_sidelobe_amplitude_ratio_to_lfm,integrated_sidelobe_db,integrated_sidelobe_energy_ratio_to_lfm,doppler_coupling_samples_per_hz,doppler_coupling_ratio_to_lfm,doppler_fit_residual_rms_samples
0.0,-0.03,True,,0.9709588532834943,0.9853724439436564,36655.832962893546,16,-14.279419607832653,0.9125374785225719,-8.866212909125958,1.2275942220041252,0.007930482729068494,0.984805621025456,0.001842129335196691
0.0,-0.020000000000000004,True,,0.9807376091201523,0.990321972451461,36472.63083744938,16,-14.643062600800532,0.8751219168791154,-9.286776076137217,1.1142907335617827,0.007972820935771308,0.9900631703285065,0.001967656154294093
0.0,-0.009999999999999995,True,,0.9904218306247302,0.9951993923956798,36293.88038962558,16,-14.083399644044947,0.9333654235639248,-9.592200619406801,1.0386185253034887,0.008013635676164445,0.9951315359164583,0.002094784594381845
0.0,0.0,True,lfm,1.0,1.0,36119.64771143685,16,-13.484433813006527,1.0,-9.756761265557056,1.0,0.008052840641598552,1.0,0.0022228403990407195
0.009999999999999995,-0.03,True,,0.953196184983909,0.9763176660205986,36995.794471954985,16,-14.185398204516641,0.9224690000346802,-8.498279650813995,1.3361282961970131,0.007858207879910184,0.9758305459712,0.0016632030591313845
0.009999999999999995,-0.020000000000000004,True,,0.9626186933819163,0.9811313334013527,36814.28416542206,16,-14.049907100496611,0.9369714019133614,-8.870406258430446,1.2264094851069571,0.007898988221823371,0.9808946399633905,0.0017796245332233557
0.009999999999999995,-0.009999999999999995,True,,0.9719466907893399,0.9858735673448903,36637.20065922108,16,-13.506005162437553,0.9975195879365673,-9.136332065596102,1.1535672557136263,0.007938266815423914,0.9857722471766317,0.0018977698547429185
0.020000000000000004,-0.03,True,,0.9358097130377699,0.9673725823268767,37337.88653029239,16,-14.068553351185829,0.9349621357318705,-8.133486150466302,1.4532071015422965,0.0077863993630507165,0.9669133799604228,0.0014957844337737012
0.020000000000000004,-0.020000000000000004,True,,0.9448899825678925,0.9720545162530199,37158.047318855446,16,-13.51027715723105,0.9970290969344688,-8.46589905107129,1.3461275772281225,0.007825673123016281,0.9717903869339234,0.0016034135788228784
0.020000000000000004,-0.009999999999999995,True,,0.9538759496605178,0.9766657307700101,36982.60988737659,16,-12.979687538541961,1.0598326967012897,-8.700547644864503,1.2753264356510017,0.007863467338541227,0.9764836644004751,0.0017128949871217122
0.03,-0.04,True,,0.9099579048218633,0.9539171372933098,37864.55479133593,16,-13.070114492159142,1.0488562393476568,-7.395554216059036,1.7223472063152507,0.0076758957209802576,0.9531910617141595,0.001243484504747421
0.03,-0.03,True,,0.9187935611464612,0.9585371986242689,37682.051112129215,16,-13.5793605152886,0.9891306623341695,-7.76859306001013,1.5805812312087215,0.007715095172892232,0.9580588411297215,0.001340067225008946
0.03,-0.020000000000000004,True,,0.9275450694828188,0.9630914128382719,37503.86228134949,16,-13.017755677967829,1.055197872114686,-8.0684117606252,1.4751458115322102,0.007752912524882334,0.9627549916774858,0.0014392111498619077
0.03,-0.009999999999999995,True,,0.9362026505669679,0.967575656249664,37330.05008769762,16,-12.498480440331976,1.1202054174367246,-8.278339110532977,1.4055367826504697,0.007789272938553268,0.9672702199415479,0.0015403411311836017
0.03,0.0,True,,0.944756310420237,0.9719857562846469,37160.67594395816,16,-12.016906761520897,1.1840672047455625,-8.383055434583571,1.3720520375883878,0.007824101236377877,0.9715951903929309,0.0016428793814055992
0.039999999999999994,-0.04,True,,0.8936218951294121,0.9453157647735555,38209.08214737019,16,-12.977594294761964,1.060088140373137,-7.04646145381674,1.866508539319152,0.007606557101053804,0.9445806069675113,0.00110793309801876
0.039999999999999994,-0.03,True,,0.9021416699102957,0.9498113864922317,38028.23194700906,16,-13.117745450108602,1.0431203502548012,-7.386835681558481,1.7258083201535652,0.007644329550016837,0.9492711814671372,0.0011962212650167775
